,ORIGIN_STATE_ABR,DEST_STATE_ABR,PASSENGERS
1059,PA,TX,48955.0
1060,PA,UT,3615.0
1061,PA,VA,22902.0
1062,PA,VI,2100.0
1063,PA,VT,3417.0
1064,PA,WA,6025.0
1065,PA,WI,2677.0
1066,PA,WV,507.0
1067,PR,CT,4920.0
1068,PR,FL,101855.0
1069,PR,GA,15507.0
1070,PR,IL,8842.0
1071,PR,MA,13519.0
1072,PR,MD,9020.0
1073,PR,MI,2856.0
1074,PR,MN,2351.0
1075,PR,NC,9196.0
1076,PR,NJ,24717.0
1077,PR,NY,28370.0
1078,PR,OK,116.0
1079,PR,PA,19107.0
1080,PR,PR,8406.0
1081,PR,TX,12651.0
1082,PR,VA,5970.0
1083,PR,VI,5161.0
1084,RI,FL,27516.0
1085,RI,GA,4830.0
1086,RI,IL,6015.0
1087,RI,MA,43.0
1088,RI,MD,7142.0
1089,RI,MI,3545.0
1090,RI,NC,8054.0
1091,RI,NJ,1704.0
1092,RI,NY,26.0
1093,RI,PA,4368.0
1094,RI,RI,810.0
1095,RI,VA,9381.0
1096,SC,CO,3316.0
1097,SC,CT,2085.0
1098,SC,FL,11924.0
1099,SC,GA,52722.0
1100,SC,IL,13075.0
1101,SC,IN,406.0
1102,SC,KY,668.0
1103,SC,MA,8207.0
1104,SC,MD,8777.0
1105,SC,MI,6217.0
1106,SC,MN,334.0
1107,SC,MO,217.0
1108,SC,MS,237.0
1109,SC,NC,38840.0
1110,SC,NJ,10478.0
1111,SC,NV,117.0
1112,SC,NY,17017.0
1113,SC,OH,1553.0
1114,SC,PA,12336.0
1115,SC,SC,44.0
1116,SC,TN,2621.0
1117,SC,TX,18499.0
1118,SC,VA,13916.0
1119,SC,WA,1588.0
1120,SD,AZ,7826.0
1121,SD,CO,9115.0
1122,SD,FL,2518.0
1123,SD,GA,1677.0
1124,SD,IL,4787.0
1125,SD,MN,9070.0
1126,SD,ND,17.0
1127,SD,NV,2212.0
1128,SD,OK,25.0
1129,SD,SD,77.0
1130,SD,TX,5150.0
1131,SD,UT,720.0
1132,TN,AR,547.0
1133,TN,AZ,11188.0
1134,TN,CA,25045.0
1135,TN,CO,24640.0
1136,TN,FL,88918.0
1137,TN,GA,63361.0
1138,TN,IA,1160.0
1139,TN,IL,34090.0
1140,TN,KY,121.0
1141,TN,LA,7815.0
1142,TN,MA,10688.0
1143,TN,MD,12774.0
1144,TN,MI,18408.0
1145,TN,MN,12985.0
1146,TN,MO,9955.0
1147,TN,MS,1190.0
1148,TN,NC,42978.0
1149,TN,NE,323.0
1150,TN,NJ,10322.0
1151,TN,NV,10776.0
1152,TN,NY,20278.0
1153,TN,OH,7674.0
1154,TN,OK,2071.0
1155,TN,OR,52.0
1156,TN,PA,15582.0
1157,TN,SC,2249.0
1158,TN,SD,27.0
1159,TN,TN,302.0
1160,TN,TX,78022.0
1161,TN,UT,3520.0
1162,TN,VA,17916.0
1163,TN,WA,5916.0
1164,TN,WI,4451.0
1165,TT,HI,7881.0
1166,TT,TT,8996.0
1167,TX,AL,31027.0
1168,TX,AR,31734.0
1169,TX,AZ,143389.0
1170,TX,CA,371167.0
1171,TX,CO,189979.0
1172,TX,CT,3522.0
1173,TX,FL,336965.0
1174,TX,GA,152444.0
1175,TX,HI,22013.0
1176,TX,IA,14322.0
1177,TX,ID,5644.0
1178,TX,IL,151985.0
1179,TX,IN,27065.0
1180,TX,KS,15274.0
1181,TX,KY,30128.0
1182,TX,LA,88721.0
1183,TX,MA,31186.0
1184,TX,MD,46145.0
1185,TX,MI,52995.0
1186,TX,MN,46547.0
1187,TX,MO,94550.0
1188,TX,MS,15269.0
1189,TX,MT,5283.0
1190,TX,NC,87998.0
1191,TX,ND,5203.0
1192,TX,NE,19241.0
1193,TX,NH,4.0
1194,TX,NJ,46564.0
1195,TX,NM,40202.0
1196,TX,NV,112271.0
1197,TX,NY,75281.0
1198,TX,OH,31148.0
1199,TX,OK,59534.0
1200,TX,OR,19684.0
1201,TX,PA,51927.0
1202,TX,PR,11074.0
1203,TX,SC,18575.0
1204,TX,SD,5994.0
1205,TX,TN,80705.0
1206,TX,TX,714873.0
1207,TX,UT,50718.0
1208,TX,VA,76833.0
1209,TX,VI,623.0
1210,TX,WA,46225.0
1211,TX,WI,15425.0
1212,TX,WY,2501.0
1213,UT,AZ,44025.0
1214,UT,CA,118385.0
1215,UT,CO,40322.0
1216,UT,FL,16068.0
1217,UT,GA,29824.0
1218,UT,HI,7789.0
1219,UT,IA,890.0
1220,UT,ID,19038.0
1221,UT,IL,20575.0
1222,UT,IN,1528.0
1223,UT,KY,3315.0
1224,UT,LA,2118.0
1225,UT,MA,8614.0
1226,UT,MD,5679.0
1227,UT,MI,12271.0
1228,UT,MN,15732.0
1229,UT,MO,10508.0
1230,UT,MT,22314.0
1231,UT,NC,8629.0
1232,UT,NE,1749.0
1233,UT,NJ,8526.0
1234,UT,NM,3147.0
1235,UT,NV,25594.0
1236,UT,NY,16678.0
1237,UT,OH,1980.0
1238,UT,OK,2998.0
1239,UT,OR,20103.0
1240,UT,PA,4629.0
1241,UT,SD,559.0
1242,UT,TN,3553.0
1243,UT,TX,52109.0
1244,UT,UT,6055.0
1245,UT,VA,4632.0
1246,UT,WA,29203.0
1247,UT,WI,2162.0
1248,UT,WY,5678.0
1249,VA,AL,5231.0
1250,VA,AR,1289.0
1251,VA,AZ,10510.0
1252,VA,CA,52534.0
1253,VA,CO,35872.0
1254,VA,CT,8828.0
1255,VA,FL,137411.0
1256,VA,GA,99244.0
1257,VA,HI,1742.0
1258,VA,IA,1342.0
1259,VA,IL,55619.0
1260,VA,IN,6404.0
1261,VA,KY,10049.0
1262,VA,LA,9449.0
1263,VA,MA,38882.0
1264,VA,MD,6607.0
1265,VA,ME,7778.0
1266,VA,MI,26342.0
1267,VA,MN,18570.0
1268,VA,MO,17411.0
1269,VA,MS,637.0
1270,VA,NC,82757.0
1271,VA,NE,2533.0
1272,VA,NH,5311.0
1273,VA,NJ,16054.0
1274,VA,NV,6653.0
1275,VA,NY,53226.0
1276,VA,OH,17621.0
1277,VA,OK,3510.0
1278,VA,OR,3631.0
1279,VA,PA,22930.0
1280,VA,PR,4590.0
1281,VA,RI,9790.0
1282,VA,SC,13502.0
1283,VA,TN,17434.0
1284,VA,TX,75076.0
1285,VA,UT,4266.0
1286,VA,VA,22310.0
1287,VA,VI,1708.0
1288,VA,VT,5694.0
1289,VA,WA,11552.0
1290,VA,WI,3797.0
1291,VA,WV,749.0
1292,VI,FL,21448.0
1293,VI,GA,8190.0
1294,VI,IL,654.0
1295,VI,MA,1848.0
1296,VI,NC,3563.0
1297,VI,NJ,3381.0
1298,VI,NY,3305.0
1299,VI,PA,3088.0
1300,VI,PR,7291.0
1301,VI,TX,833.0
1302,VI,VA,2115.0
1303,VI,VI,3844.0
1304,VT,FL,885.0
1305,VT,GA,988.0
1306,VT,IL,2199.0
1307,VT,MA,279.0
1308,VT,MI,2260.0
1309,VT,NC,2857.0
1310,VT,NJ,2281.0
1311,VT,NY,6209.0
1312,VT,PA,2616.0
1313,VT,VA,4763.0
1314,WA,AK,73319.0
1315,WA,AZ,57550.0
1316,WA,CA,187699.0
1317,WA,CO,40416.0
1318,WA,FL,18044.0
1319,WA,GA,17351.0
1320,WA,HI,46461.0
1321,WA,ID,20724.0
1322,WA,IL,26569.0
1323,WA,IN,3427.0
1324,WA,KS,1004.0
1325,WA,KY,973.0
1326,WA,LA,3467.0
1327,WA,MA,8302.0
1328,WA,MD,2121.0
1329,WA,MI,11887.0
1330,WA,MN,23962.0
1331,WA,MO,8478.0
1332,WA,MT,17493.0
1333,WA,NC,10261.0
1334,WA,NE,2288.0
1335,WA,NJ,6411.0
1336,WA,NM,1692.0
1337,WA,NV,47778.0
1338,WA,NY,12729.0
1339,WA,OH,1960.0
1340,WA,OK,1674.0
1341,WA,OR,54113.0
1342,WA,PA,5601.0
1343,WA,SC,1368.0
1344,WA,TN,5190.0
1345,WA,TX,42484.0
1346,WA,UT,27923.0
1347,WA,VA,10568.0
1348,WA,WA,95708.0
1349,WA,WI,2031.0
1350,WA,WY,59.0
1351,WI,AZ,17014.0
1352,WI,CA,2183.0
1353,WI,CO,15437.0
1354,WI,FL,39247.0
1355,WI,GA,22122.0
1356,WI,IA,33.0
1357,WI,IL,35868.0
1358,WI,IN,39.0
1359,WI,MA,1354.0
1360,WI,MD,2422.0
1361,WI,MI,17344.0
1362,WI,MN,20002.0
1363,WI,MO,4232.0
1364,WI,NC,8271.0
1365,WI,NE,159.0
1366,WI,NJ,2957.0
1367,WI,NV,7976.0
1368,WI,NY,5981.0
1369,WI,OH,1562.0
1370,WI,PA,2720.0
1371,WI,TN,2973.0
1372,WI,TX,12744.0
1373,WI,UT,1550.0
1374,WI,VA,2953.0
1375,WI,WA,1709.0
1376,WI,WI,171.0
1377,WV,FL,4261.0
1378,WV,GA,3106.0
1379,WV,IL,2139.0
1380,WV,MA,3.0
1381,WV,MD,137.0
1382,WV,NC,4751.0
1383,WV,OH,50.0
1384,WV,PA,582.0
1385,WV,TN,98.0
1386,WV,VA,650.0
1387,WV,WV,410.0
1388,WY,CA,3052.0
1389,WY,CO,14478.0
1390,WY,GA,2329.0
1391,WY,IL,4275.0
1392,WY,MA,4.0
1393,WY,NE,22.0
1394,WY,NJ,1483.0
1395,WY,NY,348.0
1396,WY,OK,35.0
1397,WY,TX,3220.0
1398,WY,UT,6635.0
1399,WY,WA,50.0
1400,WY,WY,648.0
