"PASSENGERS","DISTANCE","AIR_TIME","ORIGIN_AIRPORT_ID","ORIGIN","ORIGIN_CITY_NAME","ORIGIN_STATE_ABR","ORIGIN_STATE_NM","DEST_AIRPORT_ID","DEST","DEST_CITY_NAME","DEST_STATE_ABR","DEST_STATE_NM","AIRCRAFT_TYPE","MONTH","DISTANCE_GROUP",
13.00,71.00,118.00,15171,"TEK","Tatitlek, AK","AK","Alaska",13629,"NCN","Chenega, AK","AK","Alaska","415",3,1,
13.00,341.00,306.00,12127,"HHR","Hawthorne, CA","CA","California",13796,"OAK","Oakland, CA","CA","California","479",3,1,
13.00,1166.00,163.00,14576,"ROC","Rochester, NY","NY","New York",14635,"RSW","Fort Myers, FL","FL","Florida","614",3,3,
13.00,749.00,118.00,10713,"BOI","Boise, ID","ID","Idaho",14679,"SAN","San Diego, CA","CA","California","614",3,2,
13.00,586.00,87.00,11259,"DAL","Dallas, TX","TX","Texas",13871,"OMA","Omaha, NE","NE","Nebraska","614",3,2,
13.00,590.00,157.00,12892,"LAX","Los Angeles, CA","CA","California",14869,"SLC","Salt Lake City, UT","UT","Utah","614",3,2,
13.00,1737.00,186.00,14107,"PHX","Phoenix, AZ","AZ","Arizona",11042,"CLE","Cleveland, OH","OH","Ohio","614",3,4,
13.00,237.00,84.00,13198,"MCI","Kansas City, MO","MO","Missouri",15016,"STL","St. Louis, MO","MO","Missouri","614",3,1,
13.00,259.00,43.00,11423,"DSM","Des Moines, IA","IA","Iowa",15016,"STL","St. Louis, MO","MO","Missouri","614",3,1,
13.00,1729.00,270.00,13296,"MHT","Manchester, NH","NH","New Hampshire",11292,"DEN","Denver, CO","CO","Colorado","614",3,4,
13.00,6.00,11.00,15709,"WAA","Wales, AK","AK","Alaska",15278,"TNC","Tin City, AK","AK","Alaska","415",3,1,
13.00,40.00,85.00,11535,"ELI","Elim, AK","AK","Alaska",12704,"KKA","Koyuk, AK","AK","Alaska","415",3,1,
13.00,102.00,74.00,13369,"MLL","Marshall, AK","AK","Alaska",15085,"SXP","Sheldon Point, AK","AK","Alaska","415",3,1,
13.00,56.00,38.00,13369,"MLL","Marshall, AK","AK","Alaska",13434,"MOU","Mountain Village, AK","AK","Alaska","415",3,1,
13.00,771.00,136.00,12992,"LIT","Little Rock, AR","AR","Arkansas",11292,"DEN","Denver, CO","CO","Colorado","694",3,2,
13.00,994.00,153.00,13204,"MCO","Orlando, FL","FL","Florida",10423,"AUS","Austin, TX","TX","Texas","694",3,2,
13.00,326.00,527.00,11630,"FAI","Fairbanks, AK","AK","Alaska",12615,"KAL","Kaltag, AK","AK","Alaska","416",3,1,
13.00,25.00,115.00,11844,"GAL","Galena, AK","AK","Alaska",12868,"KYU","Koyukuk, AK","AK","Alaska","416",3,1,
13.00,112.00,91.00,10247,"AKP","Anaktuvuk Pass, AK","AK","Alaska",10184,"AET","Allakaket, AK","AK","Alaska","416",3,1,
13.00,249.00,143.00,12339,"IND","Indianapolis, IN","IN","Indiana",10693,"BNA","Nashville, TN","TN","Tennessee","673",3,1,
13.00,328.00,50.00,10693,"BNA","Nashville, TN","TN","Tennessee",11057,"CLT","Charlotte, NC","NC","North Carolina","673",3,1,
13.00,595.00,99.00,12217,"HSV","Huntsville, AL","AL","Alabama",12266,"IAH","Houston, TX","TX","Texas","673",3,2,
13.00,1015.00,145.00,11986,"GRR","Grand Rapids, MI","MI","Michigan",11292,"DEN","Denver, CO","CO","Colorado","677",3,3,
13.00,631.00,145.00,12094,"HDN","Hayden, CO","CO","Colorado",13851,"OKC","Oklahoma City, OK","OK","Oklahoma","614",3,2,
13.00,95.00,31.00,14321,"PWM","Portland, ME","ME","Maine",10721,"BOS","Boston, MA","MA","Massachusetts","698",3,1,
13.00,814.00,117.00,11278,"DCA","Washington, DC","VA","Virginia",15304,"TPA","Tampa, FL","FL","Florida","699",3,2,
13.00,814.00,101.00,15304,"TPA","Tampa, FL","FL","Florida",11278,"DCA","Washington, DC","VA","Virginia","694",3,2,
13.00,1187.00,128.00,12892,"LAX","Los Angeles, CA","CA","California",13851,"OKC","Oklahoma City, OK","OK","Oklahoma","721",3,3,
13.00,726.00,116.00,13244,"MEM","Memphis, TN","TN","Tennessee",14524,"RIC","Richmond, VA","VA","Virginia","675",3,2,
13.00,337.00,51.00,14492,"RDU","Raleigh/Durham, NC","NC","North Carolina",14100,"PHL","Philadelphia, PA","PA","Pennsylvania","638",3,1,
13.00,352.00,51.00,11973,"GPT","Gulfport/Biloxi, MS","MS","Mississippi",10397,"ATL","Atlanta, GA","GA","Georgia","629",3,1,
13.00,867.00,113.00,14747,"SEA","Seattle, WA","WA","Washington",12889,"LAS","Las Vegas, NV","NV","Nevada","612",3,2,
13.00,571.00,84.00,12523,"JNU","Juneau, AK","AK","Alaska",10299,"ANC","Anchorage, AK","AK","Alaska","888",3,2,
13.00,261.00,46.00,10299,"ANC","Anchorage, AK","AK","Alaska",11630,"FAI","Fairbanks, AK","AK","Alaska","634",3,1,
13.00,59.00,174.00,10204,"AGN","Angoon, AK","AK","Alaska",12523,"JNU","Juneau, AK","AK","Alaska","040",3,1,
13.00,1242.00,198.00,12892,"LAX","Los Angeles, CA","CA","California",10423,"AUS","Austin, TX","TX","Texas","673",3,3,
13.00,74.00,295.00,10170,"ADQ","Kodiak, AK","AK","Alaska",12866,"KYK","Karluk, AK","AK","Alaska","079",3,1,
13.00,251.00,88.00,12217,"HSV","Huntsville, AL","AL","Alabama",14730,"SDF","Louisville, KY","KY","Kentucky","675",3,1,
13.00,209.00,91.00,11618,"EWR","Newark, NJ","NJ","New Jersey",13296,"MHT","Manchester, NH","NH","New Hampshire","675",3,1,
13.00,137.00,28.00,13296,"MHT","Manchester, NH","NH","New Hampshire",10785,"BTV","Burlington, VT","VT","Vermont","675",3,1,
13.00,942.00,160.00,10721,"BOS","Boston, MA","MA","Massachusetts",10693,"BNA","Nashville, TN","TN","Tennessee","678",3,2,
13.00,115.00,39.00,14100,"PHL","Philadelphia, PA","PA","Pennsylvania",12197,"HPN","White Plains, NY","NY","New York","694",3,1,
13.00,1306.00,159.00,13487,"MSP","Minneapolis, MN","MN","Minnesota",15304,"TPA","Tampa, FL","FL","Florida","698",3,3,
13.00,1487.00,210.00,11697,"FLL","Fort Lauderdale, FL","FL","Florida",13487,"MSP","Minneapolis, MN","MN","Minnesota","698",3,3,
13.00,612.00,79.00,10693,"BNA","Nashville, TN","TN","Tennessee",15304,"TPA","Tampa, FL","FL","Florida","722",3,2,
13.00,1065.00,130.00,11697,"FLL","Fort Lauderdale, FL","FL","Florida",11618,"EWR","Newark, NJ","NJ","New Jersey","722",3,3,
13.00,840.00,145.00,13871,"OMA","Omaha, NE","NE","Nebraska",14869,"SLC","Salt Lake City, UT","UT","Utah","614",3,2,
13.00,1124.00,139.00,13487,"MSP","Minneapolis, MN","MN","Minnesota",10721,"BOS","Boston, MA","MA","Massachusetts","614",3,3,
13.00,907.00,216.00,13487,"MSP","Minneapolis, MN","MN","Minnesota",10397,"ATL","Atlanta, GA","GA","Georgia","626",3,2,
13.00,1749.00,251.00,11433,"DTW","Detroit, MI","MI","Michigan",12889,"LAS","Las Vegas, NV","NV","Nevada","622",3,4,
13.00,881.00,156.00,13487,"MSP","Minneapolis, MN","MN","Minnesota",11921,"GJT","Grand Junction, CO","CO","Colorado","888",3,2,
13.00,216.00,50.00,11921,"GJT","Grand Junction, CO","CO","Colorado",14869,"SLC","Salt Lake City, UT","UT","Utah","888",3,1,
13.00,1147.00,168.00,12244,"HVN","New Haven, CT","CT","Connecticut",13303,"MIA","Miami, FL","FL","Florida","750",3,3,
13.00,2456.00,258.00,15618,"VNY","Van Nuys, CA","CA","California",15167,"TEB","Teterboro, NJ","NJ","New Jersey","788",3,5,
13.00,117.00,561.00,10551,"BET","Bethel, AK","AK","Alaska",15282,"TNK","Tununak, AK","AK","Alaska","035",3,1,
13.00,16.00,78.00,10405,"ATT","Atmautluak, AK","AK","Alaska",10551,"BET","Bethel, AK","AK","Alaska","035",3,1,
13.00,140.00,603.00,10245,"AKN","King Salmon, AK","AK","Alaska",14273,"PTH","Port Heiden, AK","AK","Alaska","416",3,1,
13.00,95.00,315.00,10551,"BET","Bethel, AK","AK","Alaska",12779,"KPN","Kipnuk, AK","AK","Alaska","416",3,1,
13.00,162.00,126.00,10416,"AUK","Alakanuk, AK","AK","Alaska",10551,"BET","Bethel, AK","AK","Alaska","416",3,1,
13.00,45.00,56.00,10416,"AUK","Alakanuk, AK","AK","Alaska",12769,"KOT","Kotlik, AK","AK","Alaska","416",3,1,
13.00,10.00,35.00,11550,"EMK","Emmonak, AK","AK","Alaska",10416,"AUK","Alakanuk, AK","AK","Alaska","416",3,1,
13.00,77.00,68.00,12851,"KWK","Kwigillingok, AK","AK","Alaska",10551,"BET","Bethel, AK","AK","Alaska","416",3,1,
13.00,63.00,262.00,15385,"TWA","Twin Hills, AK","AK","Alaska",11336,"DLG","Dillingham, AK","AK","Alaska","416",3,1,
13.00,5.00,66.00,15293,"TOG","Togiak, AK","AK","Alaska",15385,"TWA","Twin Hills, AK","AK","Alaska","416",3,1,
13.00,41.00,122.00,15862,"WTL","Tuntutuliak, AK","AK","Alaska",10551,"BET","Bethel, AK","AK","Alaska","416",3,1,
13.00,17.00,176.00,11227,"CYF","Chefornak, AK","AK","Alaska",12779,"KPN","Kipnuk, AK","AK","Alaska","026",3,1,
13.00,15.00,95.00,12709,"KKI","Akiachak, AK","AK","Alaska",10551,"BET","Bethel, AK","AK","Alaska","079",3,1,
13.00,95.00,331.00,10551,"BET","Bethel, AK","AK","Alaska",15887,"WWT","Newtok, AK","AK","Alaska","035",3,1,
13.00,47.00,77.00,12853,"KWN","Quinhagak, AK","AK","Alaska",12851,"KWK","Kwigillingok, AK","AK","Alaska","035",3,1,
13.00,16.00,571.00,15741,"WFB","Ketchikan, AK","AK","Alaska",13504,"MTM","Metlakatla, AK","AK","Alaska","040",3,1,
13.00,536.00,80.00,10431,"AVL","Asheville, NC","NC","North Carolina",13930,"ORD","Chicago, IL","IL","Illinois","673",3,2,
13.00,223.00,38.00,11637,"FAR","Fargo, ND","ND","North Dakota",13487,"MSP","Minneapolis, MN","MN","Minnesota","673",3,1,
13.00,425.00,157.00,10135,"ABE","Allentown/Bethlehem/Easton, PA","PA","Pennsylvania",11433,"DTW","Detroit, MI","MI","Michigan","638",3,1,
13.00,219.00,37.00,11525,"EKO","Elko, NV","NV","Nevada",14113,"PIH","Pocatello, ID","ID","Idaho","629",3,1,
13.00,680.00,167.00,13487,"MSP","Minneapolis, MN","MN","Minnesota",11292,"DEN","Denver, CO","CO","Colorado","629",3,2,
13.00,370.00,61.00,14107,"PHX","Phoenix, AZ","AZ","Arizona",12892,"LAX","Los Angeles, CA","CA","California","629",3,1,
13.00,797.00,158.00,13930,"ORD","Chicago, IL","IL","Illinois",14960,"SPS","Wichita Falls, TX","TX","Texas","631",3,2,
13.00,1199.00,133.00,11292,"DEN","Denver, CO","CO","Colorado",10397,"ATL","Atlanta, GA","GA","Georgia","631",3,3,
13.00,485.00,133.00,11298,"DFW","Dallas/Fort Worth, TX","TX","Texas",13241,"MEI","Meridian, MS","MS","Mississippi","631",3,1,
13.00,109.00,29.00,14960,"SPS","Wichita Falls, TX","TX","Texas",13851,"OKC","Oklahoma City, OK","OK","Oklahoma","631",3,1,
13.00,190.00,111.00,14771,"SFO","San Francisco, CA","CA","California",14698,"SBP","San Luis Obispo, CA","CA","California","631",3,1,
13.00,190.00,36.00,10423,"AUS","Austin, TX","TX","Texas",11298,"DFW","Dallas/Fort Worth, TX","TX","Texas","631",3,1,
13.00,420.00,69.00,12278,"ICT","Wichita, KS","KS","Kansas",11292,"DEN","Denver, CO","CO","Colorado","631",3,1,
13.00,514.00,134.00,12278,"ICT","Wichita, KS","KS","Kansas",10423,"AUS","Austin, TX","TX","Texas","631",3,2,
13.00,184.00,117.00,13715,"NNL","Nondalton, AK","AK","Alaska",10299,"ANC","Anchorage, AK","AK","Alaska","479",3,1,
13.00,82.00,97.00,11630,"FAI","Fairbanks, AK","AK","Alaska",14559,"RMP","Rampart, AK","AK","Alaska","416",3,1,
13.00,542.00,192.00,12264,"IAD","Washington, DC","VA","Virginia",10693,"BNA","Nashville, TN","TN","Tennessee","614",3,2,
13.00,1721.00,242.00,13930,"ORD","Chicago, IL","IL","Illinois",14747,"SEA","Seattle, WA","WA","Washington","612",3,4,
13.00,854.00,110.00,12266,"IAH","Houston, TX","TX","Texas",13204,"MCO","Orlando, FL","FL","Florida","698",3,2,
13.00,2253.00,320.00,12264,"IAD","Washington, DC","VA","Virginia",14679,"SAN","San Diego, CA","CA","California","698",3,5,
13.00,1269.00,146.00,14262,"PSP","Palm Springs, CA","CA","California",12266,"IAH","Houston, TX","TX","Texas","694",3,3,
13.00,2402.00,319.00,11618,"EWR","Newark, NJ","NJ","New Jersey",14747,"SEA","Seattle, WA","WA","Washington","888",3,5,
13.00,28.00,70.00,13806,"OBU","Kobuk, AK","AK","Alaska",10139,"ABL","Ambler, AK","AK","Alaska","415",3,1,
14.00,101.00,178.00,13467,"MRI","Anchorage, AK","AK","Alaska",13629,"NCN","Chenega, AK","AK","Alaska","415",3,1,
14.00,586.00,181.00,13871,"OMA","Omaha, NE","NE","Nebraska",11259,"DAL","Dallas, TX","TX","Texas","614",3,2,
14.00,441.00,62.00,13158,"MAF","Midland/Odessa, TX","TX","Texas",12191,"HOU","Houston, TX","TX","Texas","614",3,1,
14.00,574.00,79.00,10800,"BUR","Burbank, CA","CA","California",14869,"SLC","Salt Lake City, UT","UT","Utah","614",3,2,
14.00,365.00,121.00,15376,"TUS","Tucson, AZ","AZ","Arizona",12889,"LAS","Las Vegas, NV","NV","Nevada","614",3,1,
14.00,472.00,130.00,10994,"CHS","Charleston, SC","SC","South Carolina",10821,"BWI","Baltimore, MD","MD","Maryland","614",3,1,
14.00,40.00,76.00,12704,"KKA","Koyuk, AK","AK","Alaska",11535,"ELI","Elim, AK","AK","Alaska","415",3,1,
14.00,39.00,146.00,14856,"SKK","Shaktoolik, AK","AK","Alaska",12704,"KKA","Koyuk, AK","AK","Alaska","415",3,1,
14.00,33.00,26.00,14485,"RDB","Red Dog, AK","AK","Alaska",15861,"WTK","Noatak, AK","AK","Alaska","415",3,1,
14.00,48.00,34.00,14485,"RDB","Red Dog, AK","AK","Alaska",12844,"KVL","Kivalina, AK","AK","Alaska","415",3,1,
14.00,1197.00,180.00,13303,"MIA","Miami, FL","FL","Florida",13930,"ORD","Chicago, IL","IL","Illinois","694",3,3,
14.00,1011.00,128.00,10792,"BUF","Buffalo, NY","NY","New York",13204,"MCO","Orlando, FL","FL","Florida","722",3,3,
14.00,14.00,66.00,12868,"KYU","Koyukuk, AK","AK","Alaska",13768,"NUL","Nulato, AK","AK","Alaska","416",3,1,
14.00,39.00,82.00,10184,"AET","Allakaket, AK","AK","Alaska",10783,"BTT","Bettles, AK","AK","Alaska","416",3,1,
14.00,420.00,77.00,12278,"ICT","Wichita, KS","KS","Kansas",11292,"DEN","Denver, CO","CO","Colorado","673",3,1,
14.00,100.00,70.00,14524,"RIC","Richmond, VA","VA","Virginia",12264,"IAD","Washington, DC","VA","Virginia","673",3,1,
14.00,495.00,157.00,13851,"OKC","Oklahoma City, OK","OK","Oklahoma",11292,"DEN","Denver, CO","CO","Colorado","677",3,1,
14.00,642.00,343.00,14524,"RIC","Richmond, VA","VA","Virginia",13930,"ORD","Chicago, IL","IL","Illinois","677",3,2,
14.00,50.00,300.00,11630,"FAI","Fairbanks, AK","AK","Alaska",13415,"MNT","Minto, AK","AK","Alaska","194",3,1,
14.00,437.00,60.00,11481,"ECP","Panama City, FL","FL","Florida",11057,"CLT","Charlotte, NC","NC","North Carolina","638",3,1,
14.00,431.00,71.00,12953,"LGA","New York, NY","NY","New York",14492,"RDU","Raleigh/Durham, NC","NC","North Carolina","614",3,1,
14.00,1009.00,158.00,12266,"IAH","Houston, TX","TX","Texas",14107,"PHX","Phoenix, AZ","AZ","Arizona","698",3,3,
14.00,190.00,35.00,11298,"DFW","Dallas/Fort Worth, TX","TX","Texas",10423,"AUS","Austin, TX","TX","Texas","698",3,1,
14.00,1587.00,244.00,10397,"ATL","Atlanta, GA","GA","Georgia",14107,"PHX","Phoenix, AZ","AZ","Arizona","698",3,4,
14.00,606.00,81.00,13930,"ORD","Chicago, IL","IL","Illinois",10397,"ATL","Atlanta, GA","GA","Georgia","699",3,2,
14.00,2239.00,335.00,14492,"RDU","Raleigh/Durham, NC","NC","North Carolina",12892,"LAX","Los Angeles, CA","CA","California","699",3,5,
14.00,370.00,62.00,14107,"PHX","Phoenix, AZ","AZ","Arizona",12892,"LAX","Los Angeles, CA","CA","California","694",3,1,
14.00,393.00,79.00,10581,"BGR","Bangor, ME","ME","Maine",11618,"EWR","Newark, NJ","NJ","New Jersey","675",3,1,
14.00,605.00,156.00,11986,"GRR","Grand Rapids, MI","MI","Michigan",11618,"EWR","Newark, NJ","NJ","New Jersey","675",3,2,
14.00,56.00,119.00,12016,"GUM","Guam, TT","TT","U.S. Pacific Trust Territories and Possessions",14582,"ROP","Rota, TT","TT","U.S. Pacific Trust Territories and Possessions","194",3,1,
14.00,1715.00,260.00,14057,"PDX","Portland, OR","OR","Oregon",10423,"AUS","Austin, TX","TX","Texas","673",3,4,
14.00,41.00,330.00,11997,"GST","Gustavus, AK","AK","Alaska",12523,"JNU","Juneau, AK","AK","Alaska","035",3,1,
14.00,39.00,36.00,13863,"OLH","Old Harbor, AK","AK","Alaska",10243,"AKK","Akhiok, AK","AK","Alaska","416",3,1,
14.00,16.00,56.00,13934,"ORI","Port Lions, AK","AK","Alaska",10170,"ADQ","Kodiak, AK","AK","Alaska","416",3,1,
14.00,57.00,342.00,10170,"ADQ","Kodiak, AK","AK","Alaska",12721,"KLN","Larsen Bay, AK","AK","Alaska","079",3,1,
14.00,552.00,172.00,13930,"ORD","Chicago, IL","IL","Illinois",12992,"LIT","Little Rock, AR","AR","Arkansas","675",3,2,
14.00,326.00,94.00,12951,"LFT","Lafayette, LA","LA","Louisiana",10155,"ACT","Waco, TX","TX","Texas","675",3,1,
14.00,1747.00,259.00,10397,"ATL","Atlanta, GA","GA","Georgia",12889,"LAS","Las Vegas, NV","NV","Nevada","614",3,4,
14.00,533.00,116.00,13198,"MCI","Kansas City, MO","MO","Missouri",11292,"DEN","Denver, CO","CO","Colorado","614",3,2,
14.00,979.00,180.00,12266,"IAH","Houston, TX","TX","Texas",11921,"GJT","Grand Junction, CO","CO","Colorado","723",3,2,
14.00,1042.00,126.00,10423,"AUS","Austin, TX","TX","Texas",13487,"MSP","Minneapolis, MN","MN","Minnesota","723",3,3,
14.00,626.00,161.00,13487,"MSP","Minneapolis, MN","MN","Minnesota",11066,"CMH","Columbus, OH","OH","Ohio","888",3,2,
14.00,152.00,30.00,10397,"ATL","Atlanta, GA","GA","Georgia",15412,"TYS","Knoxville, TN","TN","Tennessee","656",3,1,
14.00,26.00,72.00,13541,"MVY","Martha's Vineyard, MA","MA","Massachusetts",11615,"EWB","New Bedford/Fall River, MA","MA","Massachusetts","125",3,1,
14.00,162.00,238.00,10416,"AUK","Alakanuk, AK","AK","Alaska",10551,"BET","Bethel, AK","AK","Alaska","194",3,1,
14.00,12.00,75.00,12851,"KWK","Kwigillingok, AK","AK","Alaska",12708,"KKH","Kongiganak, AK","AK","Alaska","035",3,1,
14.00,67.00,60.00,10551,"BET","Bethel, AK","AK","Alaska",12708,"KKH","Kongiganak, AK","AK","Alaska","416",3,1,
14.00,95.00,78.00,12779,"KPN","Kipnuk, AK","AK","Alaska",10551,"BET","Bethel, AK","AK","Alaska","416",3,1,
14.00,32.00,61.00,12853,"KWN","Quinhagak, AK","AK","Alaska",11492,"EEK","Eek, AK","AK","Alaska","416",3,1,
14.00,31.00,64.00,13894,"OOK","Toksook, AK","AK","Alaska",15887,"WWT","Newtok, AK","AK","Alaska","416",3,1,
14.00,28.00,33.00,15862,"WTL","Tuntutuliak, AK","AK","Alaska",12708,"KKH","Kongiganak, AK","AK","Alaska","416",3,1,
14.00,33.00,59.00,15887,"WWT","Newtok, AK","AK","Alaska",15282,"TNK","Tununak, AK","AK","Alaska","416",3,1,
14.00,12.00,106.00,12851,"KWK","Kwigillingok, AK","AK","Alaska",12708,"KKH","Kongiganak, AK","AK","Alaska","026",3,1,
14.00,4.00,64.00,13770,"NUP","Nunapitchuk, AK","AK","Alaska",12831,"KUK","Kasigluk, AK","AK","Alaska","026",3,1,
14.00,13.00,74.00,10551,"BET","Bethel, AK","AK","Alaska",12855,"KWT","Kwethluk, AK","AK","Alaska","079",3,1,
14.00,13.00,109.00,12855,"KWT","Kwethluk, AK","AK","Alaska",10551,"BET","Bethel, AK","AK","Alaska","036",3,1,
14.00,507.00,87.00,14869,"SLC","Salt Lake City, UT","UT","Utah",14107,"PHX","Phoenix, AZ","AZ","Arizona","673",3,2,
14.00,744.00,94.00,10140,"ABQ","Albuquerque, NM","NM","New Mexico",12266,"IAH","Houston, TX","TX","Texas","673",3,2,
14.00,425.00,118.00,11433,"DTW","Detroit, MI","MI","Michigan",10135,"ABE","Allentown/Bethlehem/Easton, PA","PA","Pennsylvania","638",3,1,
14.00,47.00,24.00,12892,"LAX","Los Angeles, CA","CA","California",13891,"ONT","Ontario, CA","CA","California","629",3,1,
14.00,337.00,244.00,14771,"SFO","San Francisco, CA","CA","California",12892,"LAX","Los Angeles, CA","CA","California","629",3,1,
14.00,488.00,85.00,11618,"EWR","Newark, NJ","NJ","New Jersey",11433,"DTW","Detroit, MI","MI","Michigan","631",3,1,
14.00,563.00,71.00,11292,"DEN","Denver, CO","CO","Colorado",13158,"MAF","Midland/Odessa, TX","TX","Texas","631",3,2,
14.00,524.00,83.00,11292,"DEN","Denver, CO","CO","Colorado",10849,"BZN","Bozeman, MT","MT","Montana","631",3,2,
14.00,231.00,40.00,12339,"IND","Indianapolis, IN","IN","Indiana",11433,"DTW","Detroit, MI","MI","Michigan","631",3,1,
14.00,577.00,84.00,12892,"LAX","Los Angeles, CA","CA","California",10157,"ACV","Arcata/Eureka, CA","CA","California","631",3,2,
14.00,266.00,54.00,13476,"MRY","Monterey, CA","CA","California",12892,"LAX","Los Angeles, CA","CA","California","631",3,1,
14.00,1504.00,503.00,10423,"AUS","Austin, TX","TX","Texas",11618,"EWR","Newark, NJ","NJ","New Jersey","612",3,4,
14.00,1005.00,134.00,13930,"ORD","Chicago, IL","IL","Illinois",13204,"MCO","Orlando, FL","FL","Florida","626",3,3,
14.00,925.00,134.00,13930,"ORD","Chicago, IL","IL","Illinois",12266,"IAH","Houston, TX","TX","Texas","622",3,2,
14.00,1721.00,241.00,13930,"ORD","Chicago, IL","IL","Illinois",14747,"SEA","Seattle, WA","WA","Washington","698",3,4,
14.00,429.00,68.00,12266,"IAH","Houston, TX","TX","Texas",13158,"MAF","Midland/Odessa, TX","TX","Texas","694",3,1,
15.00,283.00,217.00,11066,"CMH","Columbus, OH","OH","Ohio",13232,"MDW","Chicago, IL","IL","Illinois","614",3,1,
15.00,1243.00,142.00,10800,"BUR","Burbank, CA","CA","California",11259,"DAL","Dallas, TX","TX","Texas","614",3,3,
15.00,371.00,187.00,14908,"SNA","Santa Ana, CA","CA","California",13796,"OAK","Oakland, CA","CA","California","614",3,1,
15.00,183.00,645.00,13970,"OTZ","Kotzebue, AK","AK","Alaska",13873,"OME","Nome, AK","AK","Alaska","415",3,1,
15.00,52.00,170.00,15478,"UNK","Unalakleet, AK","AK","Alaska",15721,"WBB","Stebbins, AK","AK","Alaska","415",3,1,
15.00,150.00,153.00,14102,"PHO","Point Hope, AK","AK","Alaska",13970,"OTZ","Kotzebue, AK","AK","Alaska","194",3,1,
15.00,36.00,20.00,15478,"UNK","Unalakleet, AK","AK","Alaska",14856,"SKK","Shaktoolik, AK","AK","Alaska","406",3,1,
15.00,149.00,153.00,10139,"ABL","Ambler, AK","AK","Alaska",14485,"RDB","Red Dog, AK","AK","Alaska","415",3,1,
15.00,1013.00,238.00,14100,"PHL","Philadelphia, PA","PA","Pennsylvania",13303,"MIA","Miami, FL","FL","Florida","694",3,3,
15.00,1371.00,209.00,15016,"STL","St. Louis, MO","MO","Missouri",12889,"LAS","Las Vegas, NV","NV","Nevada","722",3,3,
15.00,776.00,84.00,14262,"PSP","Palm Springs, CA","CA","California",11292,"DEN","Denver, CO","CO","Colorado","722",3,2,
15.00,69.00,406.00,11844,"GAL","Galena, AK","AK","Alaska",12214,"HSL","Huslia, AK","AK","Alaska","416",3,1,
15.00,984.00,109.00,12266,"IAH","Houston, TX","TX","Texas",13342,"MKE","Milwaukee, WI","WI","Wisconsin","673",3,2,
15.00,725.00,120.00,11618,"EWR","Newark, NJ","NJ","New Jersey",13342,"MKE","Milwaukee, WI","WI","Wisconsin","673",3,2,
15.00,468.00,63.00,12266,"IAH","Houston, TX","TX","Texas",13244,"MEM","Memphis, TN","TN","Tennessee","677",3,1,
15.00,291.00,690.00,11421,"DSI","Destin, FL","FL","Florida",15304,"TPA","Tampa, FL","FL","Florida","416",3,1,
15.00,39.00,168.00,13415,"MNT","Minto, AK","AK","Alaska",13381,"MLY","Manley Hot Springs, AK","AK","Alaska","194",3,1,
15.00,225.00,168.00,11630,"FAI","Fairbanks, AK","AK","Alaska",14474,"RBY","Ruby, AK","AK","Alaska","194",3,1,
15.00,188.00,120.00,14474,"RBY","Ruby, AK","AK","Alaska",10783,"BTT","Bettles, AK","AK","Alaska","194",3,1,
15.00,226.00,87.00,11617,"EWN","New Bern/Morehead/Beaufort, NC","NC","North Carolina",14574,"ROA","Roanoke, VA","VA","Virginia","631",3,1,
15.00,155.00,53.00,14574,"ROA","Roanoke, VA","VA","Virginia",11057,"CLT","Charlotte, NC","NC","North Carolina","631",3,1,
15.00,350.00,70.00,14738,"SDP","Sandpoint, AK","AK","Alaska",10170,"ADQ","Kodiak, AK","AK","Alaska","405",3,1,
15.00,395.00,79.00,14919,"SNP","St. Paul, AK","AK","Alaska",14738,"SDP","Sandpoint, AK","AK","Alaska","405",3,1,
15.00,227.00,44.00,14492,"RDU","Raleigh/Durham, NC","NC","North Carolina",11278,"DCA","Washington, DC","VA","Virginia","614",3,1,
15.00,735.00,98.00,10713,"BOI","Boise, ID","ID","Idaho",14107,"PHX","Phoenix, AZ","AZ","Arizona","699",3,2,
15.00,1089.00,136.00,12478,"JFK","New York, NY","NY","New York",13303,"MIA","Miami, FL","FL","Florida","627",3,3,
15.00,1187.00,175.00,13851,"OKC","Oklahoma City, OK","OK","Oklahoma",12892,"LAX","Los Angeles, CA","CA","California","721",3,3,
15.00,1089.00,149.00,12478,"JFK","New York, NY","NY","New York",13303,"MIA","Miami, FL","FL","Florida","637",3,3,
15.00,311.00,53.00,11433,"DTW","Detroit, MI","MI","Michigan",13485,"MSN","Madison, WI","WI","Wisconsin","629",3,1,
15.00,317.00,56.00,13577,"MYR","Myrtle Beach, SC","SC","South Carolina",10397,"ATL","Atlanta, GA","GA","Georgia","629",3,1,
15.00,633.00,99.00,10397,"ATL","Atlanta, GA","GA","Georgia",13367,"MLI","Moline, IL","IL","Illinois","631",3,2,
15.00,68.00,600.00,15024,"STT","Charlotte Amalie, VI","VI","U.S. Virgin Islands",14843,"SJU","San Juan, PR","PR","Puerto Rico","125",3,1,
15.00,224.00,135.00,15380,"TVC","Traverse City, MI","MI","Michigan",13930,"ORD","Chicago, IL","IL","Illinois","675",3,1,
15.00,1076.00,151.00,12953,"LGA","New York, NY","NY","New York",11697,"FLL","Fort Lauderdale, FL","FL","Florida","698",3,3,
15.00,404.00,52.00,10397,"ATL","Atlanta, GA","GA","Georgia",13204,"MCO","Orlando, FL","FL","Florida","698",3,1,
