"PASSENGERS","DISTANCE","AIR_TIME","ORIGIN_AIRPORT_ID","ORIGIN","ORIGIN_CITY_NAME","ORIGIN_STATE_ABR","ORIGIN_STATE_NM","DEST_AIRPORT_ID","DEST","DEST_CITY_NAME","DEST_STATE_ABR","DEST_STATE_NM","AIRCRAFT_TYPE","MONTH","DISTANCE_GROUP",
0.00,91.00,603.00,14747,"SEA","Seattle, WA","WA","Washington",11588,"ESD","Eastsound, WA","WA","Washington","416",3,1,
0.00,72.00,686.00,14747,"SEA","Seattle, WA","WA","Washington",11050,"CLM","Port Angeles, WA","WA","Washington","416",3,1,
0.00,71.00,375.00,14747,"SEA","Seattle, WA","WA","Washington",13540,"MVW","Burlington/Mount Vernon, WA","WA","Washington","416",3,1,
0.00,106.00,50.00,14057,"PDX","Portland, OR","OR","Oregon",11603,"EUG","Eugene, OR","OR","Oregon","416",3,1,
0.00,0.00,1.00,14057,"PDX","Portland, OR","OR","Oregon",14057,"PDX","Portland, OR","OR","Oregon","416",3,1,
0.00,116.00,1701.00,14057,"PDX","Portland, OR","OR","Oregon",14489,"RDM","Bend/Redmond, OR","OR","Oregon","416",3,1,
0.00,222.00,1560.00,14057,"PDX","Portland, OR","OR","Oregon",13264,"MFR","Medford, OR","OR","Oregon","416",3,1,
0.00,171.00,2594.00,14057,"PDX","Portland, OR","OR","Oregon",13964,"OTH","North Bend/Coos Bay, OR","OR","Oregon","416",3,1,
0.00,166.00,1297.00,14057,"PDX","Portland, OR","OR","Oregon",14467,"RBG","Roseburg, OR","OR","Oregon","416",3,1,
0.00,241.00,2354.00,14057,"PDX","Portland, OR","OR","Oregon",13024,"LMT","Klamath Falls, OR","OR","Oregon","416",3,1,
0.00,100.00,917.00,14057,"PDX","Portland, OR","OR","Oregon",13890,"ONP","Newport, OR","OR","Oregon","416",3,1,
0.00,159.00,560.00,16101,"YKM","Yakima, WA","WA","Washington",11884,"GEG","Spokane, WA","WA","Washington","416",3,1,
0.00,71.00,125.00,16101,"YKM","Yakima, WA","WA","Washington",14252,"PSC","Pasco/Kennewick/Richland, WA","WA","Washington","416",3,1,
0.00,103.00,184.00,14489,"RDM","Bend/Redmond, OR","OR","Oregon",11603,"EUG","Eugene, OR","OR","Oregon","416",3,1,
0.00,116.00,1966.00,14489,"RDM","Bend/Redmond, OR","OR","Oregon",14057,"PDX","Portland, OR","OR","Oregon","416",3,1,
0.00,89.00,708.00,13127,"LWS","Lewiston, ID","ID","Idaho",11884,"GEG","Spokane, WA","WA","Washington","416",3,1,
0.00,120.00,1421.00,14252,"PSC","Pasco/Kennewick/Richland, WA","WA","Washington",11884,"GEG","Spokane, WA","WA","Washington","416",3,1,
0.00,93.00,1451.00,10666,"BLI","Bellingham, WA","WA","Washington",14747,"SEA","Seattle, WA","WA","Washington","416",3,1,
0.00,29.00,99.00,10666,"BLI","Bellingham, WA","WA","Washington",11762,"FRD","Friday Harbor, WA","WA","Washington","416",3,1,
0.00,159.00,1279.00,10140,"ABQ","Albuquerque, NM","NM","New Mexico",11413,"DRO","Durango, CO","CO","Colorado","416",3,1,
0.00,0.00,4.00,10140,"ABQ","Albuquerque, NM","NM","New Mexico",10140,"ABQ","Albuquerque, NM","NM","New Mexico","416",3,1,
0.00,149.00,2103.00,10140,"ABQ","Albuquerque, NM","NM","New Mexico",11711,"FMN","Farmington, NM","NM","New Mexico","416",3,1,
0.00,119.00,1071.00,14107,"PHX","Phoenix, AZ","AZ","Arizona",11695,"FLG","Flagstaff, AZ","AZ","Arizona","416",3,1,
0.00,0.00,25.00,14107,"PHX","Phoenix, AZ","AZ","Arizona",14107,"PHX","Phoenix, AZ","AZ","Arizona","416",3,1,
0.00,160.00,1922.00,14107,"PHX","Phoenix, AZ","AZ","Arizona",13785,"NYL","Yuma, AZ","AZ","Arizona","416",3,1,
0.00,156.00,1468.00,14107,"PHX","Phoenix, AZ","AZ","Arizona",12132,"HII","Lake Havasu City, AZ","AZ","Arizona","416",3,1,
0.00,147.00,1140.00,14054,"PDT","Pendleton, OR","OR","Oregon",11884,"GEG","Spokane, WA","WA","Washington","416",3,1,
0.00,49.00,289.00,14054,"PDT","Pendleton, OR","OR","Oregon",12956,"LGD","La Grande, OR","OR","Oregon","416",3,1,
0.00,222.00,1973.00,13264,"MFR","Medford, OR","OR","Oregon",14057,"PDX","Portland, OR","OR","Oregon","416",3,1,
0.00,59.00,1091.00,10299,"ANC","Anchorage, AK","AK","Alaska",11555,"ENA","Kenai, AK","AK","Alaska","416",3,1,
0.00,117.00,1028.00,10299,"ANC","Anchorage, AK","AK","Alaska",12184,"HOM","Homer, AK","AK","Alaska","416",3,1,
0.00,72.00,722.00,11050,"CLM","Port Angeles, WA","WA","Washington",14747,"SEA","Seattle, WA","WA","Washington","416",3,1,
0.00,83.00,742.00,11198,"CVO","Corvallis, OR","OR","Oregon",14057,"PDX","Portland, OR","OR","Oregon","416",3,1,
0.00,126.00,956.00,11470,"EAT","Wenatchee, WA","WA","Washington",11884,"GEG","Spokane, WA","WA","Washington","416",3,1,
0.00,60.00,161.00,11470,"EAT","Wenatchee, WA","WA","Washington",16101,"YKM","Yakima, WA","WA","Washington","416",3,1,
0.00,59.00,787.00,11555,"ENA","Kenai, AK","AK","Alaska",10299,"ANC","Anchorage, AK","AK","Alaska","416",3,1,
0.00,18.00,193.00,11588,"ESD","Eastsound, WA","WA","Washington",10666,"BLI","Bellingham, WA","WA","Washington","416",3,1,
0.00,14.00,155.00,11588,"ESD","Eastsound, WA","WA","Washington",11762,"FRD","Friday Harbor, WA","WA","Washington","416",3,1,
0.00,39.00,338.00,11711,"FMN","Farmington, NM","NM","New Mexico",11413,"DRO","Durango, CO","CO","Colorado","416",3,1,
0.00,149.00,1125.00,11711,"FMN","Farmington, NM","NM","New Mexico",10140,"ABQ","Albuquerque, NM","NM","New Mexico","416",3,1,
0.00,90.00,138.00,11711,"FMN","Farmington, NM","NM","New Mexico",12018,"GUP","Gallup, NM","NM","New Mexico","416",3,1,
0.00,29.00,16.00,11762,"FRD","Friday Harbor, WA","WA","Washington",10666,"BLI","Bellingham, WA","WA","Washington","416",3,1,
0.00,14.00,178.00,11762,"FRD","Friday Harbor, WA","WA","Washington",11588,"ESD","Eastsound, WA","WA","Washington","416",3,1,
0.00,128.00,945.00,12018,"GUP","Gallup, NM","NM","New Mexico",10140,"ABQ","Albuquerque, NM","NM","New Mexico","416",3,1,
0.00,90.00,123.00,12018,"GUP","Gallup, NM","NM","New Mexico",11711,"FMN","Farmington, NM","NM","New Mexico","416",3,1,
0.00,156.00,1583.00,12132,"HII","Lake Havasu City, AZ","AZ","Arizona",14107,"PHX","Phoenix, AZ","AZ","Arizona","416",3,1,
0.00,117.00,1048.00,12184,"HOM","Homer, AK","AK","Alaska",10299,"ANC","Anchorage, AK","AK","Alaska","416",3,1,
0.00,65.00,27.00,12184,"HOM","Homer, AK","AK","Alaska",11555,"ENA","Kenai, AK","AK","Alaska","416",3,1,
0.00,49.00,459.00,12956,"LGD","La Grande, OR","OR","Oregon",14054,"PDT","Pendleton, OR","OR","Oregon","416",3,1,
0.00,241.00,2028.00,13024,"LMT","Klamath Falls, OR","OR","Oregon",14057,"PDX","Portland, OR","OR","Oregon","416",3,1,
0.00,148.00,235.00,13024,"LMT","Klamath Falls, OR","OR","Oregon",14489,"RDM","Bend/Redmond, OR","OR","Oregon","416",3,1,
0.00,71.00,720.00,13540,"MVW","Burlington/Mount Vernon, WA","WA","Washington",14747,"SEA","Seattle, WA","WA","Washington","416",3,1,
0.00,88.00,703.00,13546,"MWH","Moses Lake, WA","WA","Washington",11884,"GEG","Spokane, WA","WA","Washington","416",3,1,
0.00,160.00,2671.00,13785,"NYL","Yuma, AZ","AZ","Arizona",14107,"PHX","Phoenix, AZ","AZ","Arizona","416",3,1,
0.00,38.00,419.00,13890,"ONP","Newport, OR","OR","Oregon",11198,"CVO","Corvallis, OR","OR","Oregon","416",3,1,
0.00,171.00,62.00,13964,"OTH","North Bend/Coos Bay, OR","OR","Oregon",14057,"PDX","Portland, OR","OR","Oregon","416",3,1,
0.00,47.00,97.00,13964,"OTH","North Bend/Coos Bay, OR","OR","Oregon",14467,"RBG","Roseburg, OR","OR","Oregon","416",3,1,
0.00,120.00,963.00,13964,"OTH","North Bend/Coos Bay, OR","OR","Oregon",14871,"SLE","Salem, OR","OR","Oregon","416",3,1,
0.00,62.00,447.00,14467,"RBG","Roseburg, OR","OR","Oregon",11603,"EUG","Eugene, OR","OR","Oregon","416",3,1,
0.00,166.00,196.00,14467,"RBG","Roseburg, OR","OR","Oregon",14057,"PDX","Portland, OR","OR","Oregon","416",3,1,
0.00,65.00,111.00,14467,"RBG","Roseburg, OR","OR","Oregon",13264,"MFR","Medford, OR","OR","Oregon","416",3,1,
0.00,47.00,18.00,14467,"RBG","Roseburg, OR","OR","Oregon",13964,"OTH","North Bend/Coos Bay, OR","OR","Oregon","416",3,1,
0.00,117.00,40.00,14467,"RBG","Roseburg, OR","OR","Oregon",14871,"SLE","Salem, OR","OR","Oregon","416",3,1,
0.00,51.00,514.00,14871,"SLE","Salem, OR","OR","Oregon",14057,"PDX","Portland, OR","OR","Oregon","416",3,1,
0.00,222.00,54.00,14057,"PDX","Portland, OR","OR","Oregon",13264,"MFR","Medford, OR","OR","Oregon","442",3,1,
0.00,121.00,733.00,12896,"LBB","Lubbock, TX","TX","Texas",13158,"MAF","Midland/Odessa, TX","TX","Texas","442",3,1,
0.00,264.00,852.00,12896,"LBB","Lubbock, TX","TX","Texas",10194,"AFW","Dallas/Fort Worth, TX","TX","Texas","442",3,1,
0.00,121.00,611.00,13158,"MAF","Midland/Odessa, TX","TX","Texas",12896,"LBB","Lubbock, TX","TX","Texas","442",3,1,
0.00,236.00,1080.00,15370,"TUL","Tulsa, OK","OK","Oklahoma",10194,"AFW","Dallas/Fort Worth, TX","TX","Texas","442",3,1,
0.00,261.00,1369.00,11630,"FAI","Fairbanks, AK","AK","Alaska",10299,"ANC","Anchorage, AK","AK","Alaska","442",3,1,
0.00,222.00,98.00,13264,"MFR","Medford, OR","OR","Oregon",14057,"PDX","Portland, OR","OR","Oregon","442",3,1,
0.00,261.00,1360.00,10299,"ANC","Anchorage, AK","AK","Alaska",11630,"FAI","Fairbanks, AK","AK","Alaska","442",3,1,
0.00,321.00,1224.00,12278,"ICT","Wichita, KS","KS","Kansas",10194,"AFW","Dallas/Fort Worth, TX","TX","Texas","442",3,1,
0.00,264.00,960.00,10194,"AFW","Dallas/Fort Worth, TX","TX","Texas",12896,"LBB","Lubbock, TX","TX","Texas","442",3,1,
0.00,294.00,96.00,10194,"AFW","Dallas/Fort Worth, TX","TX","Texas",13158,"MAF","Midland/Odessa, TX","TX","Texas","442",3,1,
0.00,236.00,962.00,10194,"AFW","Dallas/Fort Worth, TX","TX","Texas",15370,"TUL","Tulsa, OK","OK","Oklahoma","442",3,1,
0.00,321.00,1095.00,10194,"AFW","Dallas/Fort Worth, TX","TX","Texas",12278,"ICT","Wichita, KS","KS","Kansas","442",3,1,
0.00,131.00,783.00,13891,"ONT","Ontario, CA","CA","California",14689,"SBA","Santa Barbara, CA","CA","California","441",3,1,
0.00,317.00,1290.00,14457,"RAP","Rapid City, SD","SD","South Dakota",11775,"FSD","Sioux Falls, SD","SD","South Dakota","441",3,1,
0.00,131.00,865.00,14689,"SBA","Santa Barbara, CA","CA","California",13891,"ONT","Ontario, CA","CA","California","441",3,1,
0.00,188.00,754.00,14869,"SLC","Salt Lake City, UT","UT","Utah",12280,"IDA","Idaho Falls, ID","ID","Idaho","441",3,1,
0.00,159.00,725.00,11884,"GEG","Spokane, WA","WA","Washington",16101,"YKM","Yakima, WA","WA","Washington","441",3,1,
0.00,222.00,852.00,14057,"PDX","Portland, OR","OR","Oregon",13264,"MFR","Medford, OR","OR","Oregon","441",3,1,
0.00,159.00,693.00,16101,"YKM","Yakima, WA","WA","Washington",11884,"GEG","Spokane, WA","WA","Washington","441",3,1,
0.00,188.00,848.00,12280,"IDA","Idaho Falls, ID","ID","Idaho",14869,"SLC","Salt Lake City, UT","UT","Utah","441",3,1,
0.00,286.00,64.00,12280,"IDA","Idaho Falls, ID","ID","Idaho",11122,"CPR","Casper, WY","WY","Wyoming","441",3,1,
0.00,120.00,152.00,14252,"PSC","Pasco/Kennewick/Richland, WA","WA","Washington",11884,"GEG","Spokane, WA","WA","Washington","441",3,1,
0.00,134.00,810.00,12003,"GTF","Great Falls, MT","MT","Montana",13486,"MSO","Missoula, MT","MT","Montana","441",3,1,
0.00,134.00,683.00,13486,"MSO","Missoula, MT","MT","Montana",12003,"GTF","Great Falls, MT","MT","Montana","441",3,1,
0.00,236.00,1059.00,15370,"TUL","Tulsa, OK","OK","Oklahoma",10194,"AFW","Dallas/Fort Worth, TX","TX","Texas","441",3,1,
0.00,222.00,1094.00,13264,"MFR","Medford, OR","OR","Oregon",14057,"PDX","Portland, OR","OR","Oregon","441",3,1,
0.00,294.00,1338.00,10194,"AFW","Dallas/Fort Worth, TX","TX","Texas",13158,"MAF","Midland/Odessa, TX","TX","Texas","441",3,1,
0.00,236.00,847.00,10194,"AFW","Dallas/Fort Worth, TX","TX","Texas",15370,"TUL","Tulsa, OK","OK","Oklahoma","441",3,1,
0.00,321.00,151.00,10194,"AFW","Dallas/Fort Worth, TX","TX","Texas",12278,"ICT","Wichita, KS","KS","Kansas","441",3,1,
0.00,72.00,21.00,13034,"LNY","Lanai, HI","HI","Hawaii",12173,"HNL","Honolulu, HI","HI","Hawaii","441",3,1,
0.00,317.00,1693.00,11775,"FSD","Sioux Falls, SD","SD","South Dakota",14457,"RAP","Rapid City, SD","SD","South Dakota","441",3,1,
0.00,264.00,711.00,11193,"CVG","Cincinnati, OH","KY","Kentucky",13930,"ORD","Chicago, IL","IL","Illinois","625",3,1,
0.00,1854.00,4610.00,11193,"CVG","Cincinnati, OH","KY","Kentucky",13891,"ONT","Ontario, CA","CA","California","625",3,4,
0.00,503.00,600.00,11193,"CVG","Cincinnati, OH","KY","Kentucky",10135,"ABE","Allentown/Bethlehem/Easton, PA","PA","Pennsylvania","625",3,2,
0.00,335.00,55.00,11193,"CVG","Cincinnati, OH","KY","Kentucky",11057,"CLT","Charlotte, NC","NC","North Carolina","625",3,1,
0.00,812.00,3455.00,11193,"CVG","Cincinnati, OH","KY","Kentucky",11298,"DFW","Dallas/Fort Worth, TX","TX","Texas","625",3,2,
0.00,278.00,736.00,13930,"ORD","Chicago, IL","IL","Illinois",12324,"ILN","Wilmington, OH","OH","Ohio","625",3,1,
0.00,1854.00,3185.00,13891,"ONT","Ontario, CA","CA","California",11193,"CVG","Cincinnati, OH","KY","Kentucky","625",3,4,
0.00,1719.00,1608.00,14893,"SMF","Sacramento, CA","CA","California",14512,"RFD","Rockford, IL","IL","Illinois","625",3,4,
0.00,962.00,1321.00,15304,"TPA","Tampa, FL","FL","Florida",10135,"ABE","Allentown/Bethlehem/Easton, PA","PA","Pennsylvania","625",3,2,
0.00,1965.00,1750.00,14747,"SEA","Seattle, WA","WA","Washington",11193,"CVG","Cincinnati, OH","KY","Kentucky","625",3,4,
0.00,129.00,35.00,14747,"SEA","Seattle, WA","WA","Washington",14057,"PDX","Portland, OR","OR","Oregon","625",3,1,
0.00,1107.00,1581.00,14747,"SEA","Seattle, WA","WA","Washington",14107,"PHX","Phoenix, AZ","AZ","Arizona","625",3,3,
0.00,1975.00,231.00,14057,"PDX","Portland, OR","OR","Oregon",11193,"CVG","Cincinnati, OH","KY","Kentucky","625",3,4,
0.00,330.00,58.00,11057,"CLT","Charlotte, NC","NC","North Carolina",12324,"ILN","Wilmington, OH","OH","Ohio","625",3,1,
0.00,337.00,1457.00,14512,"RFD","Rockford, IL","IL","Illinois",12324,"ILN","Wilmington, OH","OH","Ohio","625",3,1,
0.00,865.00,2913.00,11298,"DFW","Dallas/Fort Worth, TX","TX","Texas",12324,"ILN","Wilmington, OH","OH","Ohio","625",3,2,
0.00,1587.00,6687.00,10397,"ATL","Atlanta, GA","GA","Georgia",14107,"PHX","Phoenix, AZ","AZ","Arizona","625",3,4,
0.00,1569.00,2372.00,14107,"PHX","Phoenix, AZ","AZ","Arizona",11193,"CVG","Cincinnati, OH","KY","Kentucky","625",3,4,
0.00,2066.00,6024.00,14107,"PHX","Phoenix, AZ","AZ","Arizona",10135,"ABE","Allentown/Bethlehem/Easton, PA","PA","Pennsylvania","625",3,5,
0.00,1107.00,1794.00,14107,"PHX","Phoenix, AZ","AZ","Arizona",14747,"SEA","Seattle, WA","WA","Washington","625",3,3,
0.00,851.00,1748.00,14107,"PHX","Phoenix, AZ","AZ","Arizona",10194,"AFW","Dallas/Fort Worth, TX","TX","Texas","625",3,2,
0.00,1784.00,3876.00,14771,"SFO","San Francisco, CA","CA","California",14512,"RFD","Rockford, IL","IL","Illinois","625",3,4,
0.00,401.00,1743.00,12324,"ILN","Wilmington, OH","OH","Ohio",10397,"ATL","Atlanta, GA","GA","Georgia","625",3,1,
0.00,1618.00,3441.00,12324,"ILN","Wilmington, OH","OH","Ohio",14107,"PHX","Phoenix, AZ","AZ","Arizona","625",3,4,
0.00,2079.00,5556.00,12324,"ILN","Wilmington, OH","OH","Ohio",14771,"SFO","San Francisco, CA","CA","California","625",3,5,
0.00,875.00,1077.00,12324,"ILN","Wilmington, OH","OH","Ohio",10194,"AFW","Dallas/Fort Worth, TX","TX","Texas","625",3,2,
0.00,1413.00,2018.00,10194,"AFW","Dallas/Fort Worth, TX","TX","Texas",14893,"SMF","Sacramento, CA","CA","California","625",3,3,
0.00,1318.00,1694.00,10194,"AFW","Dallas/Fort Worth, TX","TX","Texas",10135,"ABE","Allentown/Bethlehem/Easton, PA","PA","Pennsylvania","625",3,3,
0.00,851.00,2045.00,10194,"AFW","Dallas/Fort Worth, TX","TX","Texas",14107,"PHX","Phoenix, AZ","AZ","Arizona","625",3,2,
0.00,1402.00,2825.00,10194,"AFW","Dallas/Fort Worth, TX","TX","Texas",12478,"JFK","New York, NY","NY","New York","625",3,3,
0.00,503.00,895.00,10135,"ABE","Allentown/Bethlehem/Easton, PA","PA","Pennsylvania",11193,"CVG","Cincinnati, OH","KY","Kentucky","625",3,2,
0.00,962.00,1370.00,10135,"ABE","Allentown/Bethlehem/Easton, PA","PA","Pennsylvania",15304,"TPA","Tampa, FL","FL","Florida","625",3,2,
0.00,2344.00,2944.00,10135,"ABE","Allentown/Bethlehem/Easton, PA","PA","Pennsylvania",14747,"SEA","Seattle, WA","WA","Washington","625",3,5,
0.00,1318.00,5396.00,10135,"ABE","Allentown/Bethlehem/Easton, PA","PA","Pennsylvania",10194,"AFW","Dallas/Fort Worth, TX","TX","Texas","625",3,3,
0.00,589.00,1759.00,12478,"JFK","New York, NY","NY","New York",11193,"CVG","Cincinnati, OH","KY","Kentucky","625",3,2,
0.00,264.00,330.00,11193,"CVG","Cincinnati, OH","KY","Kentucky",13930,"ORD","Chicago, IL","IL","Illinois","626",3,1,
0.00,1854.00,8858.00,11193,"CVG","Cincinnati, OH","KY","Kentucky",13891,"ONT","Ontario, CA","CA","California","626",3,4,
0.00,773.00,3171.00,11193,"CVG","Cincinnati, OH","KY","Kentucky",15304,"TPA","Tampa, FL","FL","Florida","626",3,2,
0.00,503.00,1626.00,11193,"CVG","Cincinnati, OH","KY","Kentucky",10135,"ABE","Allentown/Bethlehem/Easton, PA","PA","Pennsylvania","626",3,2,
0.00,1965.00,8409.00,11193,"CVG","Cincinnati, OH","KY","Kentucky",14747,"SEA","Seattle, WA","WA","Washington","626",3,4,
0.00,318.00,627.00,11193,"CVG","Cincinnati, OH","KY","Kentucky",14512,"RFD","Rockford, IL","IL","Illinois","626",3,1,
0.00,812.00,518.00,11193,"CVG","Cincinnati, OH","KY","Kentucky",11298,"DFW","Dallas/Fort Worth, TX","TX","Texas","626",3,2,
0.00,1569.00,2487.00,11193,"CVG","Cincinnati, OH","KY","Kentucky",14107,"PHX","Phoenix, AZ","AZ","Arizona","626",3,4,
0.00,278.00,301.00,13930,"ORD","Chicago, IL","IL","Illinois",12324,"ILN","Wilmington, OH","OH","Ohio","626",3,1,
0.00,1854.00,3123.00,13891,"ONT","Ontario, CA","CA","California",11193,"CVG","Cincinnati, OH","KY","Kentucky","626",3,4,
0.00,2342.00,7516.00,13891,"ONT","Ontario, CA","CA","California",10135,"ABE","Allentown/Bethlehem/Easton, PA","PA","Pennsylvania","626",3,5,
0.00,1494.00,171.00,13891,"ONT","Ontario, CA","CA","California",13487,"MSP","Minneapolis, MN","MN","Minnesota","626",3,3,
0.00,1188.00,1489.00,13891,"ONT","Ontario, CA","CA","California",11298,"DFW","Dallas/Fort Worth, TX","TX","Texas","626",3,3,
0.00,2482.00,7927.00,13891,"ONT","Ontario, CA","CA","California",10529,"BDL","Hartford, CT","CT","Connecticut","626",3,5,
0.00,1901.00,342.00,13891,"ONT","Ontario, CA","CA","California",12324,"ILN","Wilmington, OH","OH","Ohio","626",3,4,
0.00,1171.00,2643.00,13891,"ONT","Ontario, CA","CA","California",10194,"AFW","Dallas/Fort Worth, TX","TX","Texas","626",3,3,
0.00,390.00,60.00,14893,"SMF","Sacramento, CA","CA","California",13891,"ONT","Ontario, CA","CA","California","626",3,1,
0.00,2357.00,8023.00,14893,"SMF","Sacramento, CA","CA","California",15304,"TPA","Tampa, FL","FL","Florida","626",3,5,
0.00,1719.00,389.00,14893,"SMF","Sacramento, CA","CA","California",14512,"RFD","Rockford, IL","IL","Illinois","626",3,4,
0.00,2558.00,3133.00,14893,"SMF","Sacramento, CA","CA","California",10529,"BDL","Hartford, CT","CT","Connecticut","626",3,6,
0.00,1413.00,3168.00,14893,"SMF","Sacramento, CA","CA","California",10194,"AFW","Dallas/Fort Worth, TX","TX","Texas","626",3,3,
0.00,773.00,3402.00,15304,"TPA","Tampa, FL","FL","Florida",11193,"CVG","Cincinnati, OH","KY","Kentucky","626",3,2,
0.00,962.00,137.00,15304,"TPA","Tampa, FL","FL","Florida",10135,"ABE","Allentown/Bethlehem/Easton, PA","PA","Pennsylvania","626",3,2,
0.00,793.00,3369.00,15304,"TPA","Tampa, FL","FL","Florida",12324,"ILN","Wilmington, OH","OH","Ohio","626",3,2,
0.00,946.00,4447.00,15304,"TPA","Tampa, FL","FL","Florida",10194,"AFW","Dallas/Fort Worth, TX","TX","Texas","626",3,2,
0.00,596.00,86.00,13487,"MSP","Minneapolis, MN","MN","Minnesota",11193,"CVG","Cincinnati, OH","KY","Kentucky","626",3,2,
0.00,1965.00,4888.00,14747,"SEA","Seattle, WA","WA","Washington",11193,"CVG","Cincinnati, OH","KY","Kentucky","626",3,4,
0.00,956.00,3640.00,14747,"SEA","Seattle, WA","WA","Washington",13891,"ONT","Ontario, CA","CA","California","626",3,2,
0.00,2432.00,8264.00,14747,"SEA","Seattle, WA","WA","Washington",10529,"BDL","Hartford, CT","CT","Connecticut","626",3,5,
0.00,1448.00,6124.00,14747,"SEA","Seattle, WA","WA","Washington",10299,"ANC","Anchorage, AK","AK","Alaska","626",3,3,
0.00,1644.00,5925.00,14747,"SEA","Seattle, WA","WA","Washington",10194,"AFW","Dallas/Fort Worth, TX","TX","Texas","626",3,4,
0.00,318.00,547.00,14512,"RFD","Rockford, IL","IL","Illinois",11193,"CVG","Cincinnati, OH","KY","Kentucky","626",3,1,
0.00,1642.00,2722.00,14512,"RFD","Rockford, IL","IL","Illinois",13891,"ONT","Ontario, CA","CA","California","626",3,4,
0.00,1659.00,7104.00,14512,"RFD","Rockford, IL","IL","Illinois",14747,"SEA","Seattle, WA","WA","Washington","626",3,4,
0.00,337.00,208.00,14512,"RFD","Rockford, IL","IL","Illinois",12324,"ILN","Wilmington, OH","OH","Ohio","626",3,1,
0.00,2556.00,7148.00,12173,"HNL","Honolulu, HI","HI","Hawaii",12892,"LAX","Los Angeles, CA","CA","California","626",3,6,
0.00,812.00,1144.00,11298,"DFW","Dallas/Fort Worth, TX","TX","Texas",11193,"CVG","Cincinnati, OH","KY","Kentucky","626",3,2,
0.00,865.00,404.00,11298,"DFW","Dallas/Fort Worth, TX","TX","Texas",12324,"ILN","Wilmington, OH","OH","Ohio","626",3,2,
0.00,661.00,3237.00,10529,"BDL","Hartford, CT","CT","Connecticut",11193,"CVG","Cincinnati, OH","KY","Kentucky","626",3,2,
0.00,2482.00,10749.00,10529,"BDL","Hartford, CT","CT","Connecticut",13891,"ONT","Ontario, CA","CA","California","626",3,5,
0.00,608.00,1047.00,10529,"BDL","Hartford, CT","CT","Connecticut",12324,"ILN","Wilmington, OH","OH","Ohio","626",3,2,
0.00,1587.00,681.00,10397,"ATL","Atlanta, GA","GA","Georgia",14107,"PHX","Phoenix, AZ","AZ","Arizona","626",3,4,
0.00,2556.00,8249.00,12892,"LAX","Los Angeles, CA","CA","California",12173,"HNL","Honolulu, HI","HI","Hawaii","626",3,6,
0.00,1569.00,1023.00,14107,"PHX","Phoenix, AZ","AZ","Arizona",11193,"CVG","Cincinnati, OH","KY","Kentucky","626",3,4,
0.00,647.00,1131.00,14107,"PHX","Phoenix, AZ","AZ","Arizona",14893,"SMF","Sacramento, CA","CA","California","626",3,2,
0.00,1788.00,6049.00,14107,"PHX","Phoenix, AZ","AZ","Arizona",15304,"TPA","Tampa, FL","FL","Florida","626",3,4,
0.00,2066.00,861.00,14107,"PHX","Phoenix, AZ","AZ","Arizona",10135,"ABE","Allentown/Bethlehem/Easton, PA","PA","Pennsylvania","626",3,5,
0.00,1386.00,1728.00,14107,"PHX","Phoenix, AZ","AZ","Arizona",14512,"RFD","Rockford, IL","IL","Illinois","626",3,3,
0.00,851.00,299.00,14107,"PHX","Phoenix, AZ","AZ","Arizona",10194,"AFW","Dallas/Fort Worth, TX","TX","Texas","626",3,2,
0.00,1784.00,175.00,14771,"SFO","San Francisco, CA","CA","California",14512,"RFD","Rockford, IL","IL","Illinois","626",3,4,
0.00,2079.00,4409.00,14771,"SFO","San Francisco, CA","CA","California",12324,"ILN","Wilmington, OH","OH","Ohio","626",3,5,
0.00,961.00,122.00,12324,"ILN","Wilmington, OH","OH","Ohio",13303,"MIA","Miami, FL","FL","Florida","626",3,2,
0.00,2018.00,3263.00,12324,"ILN","Wilmington, OH","OH","Ohio",14893,"SMF","Sacramento, CA","CA","California","626",3,5,
0.00,451.00,67.00,12324,"ILN","Wilmington, OH","OH","Ohio",10135,"ABE","Allentown/Bethlehem/Easton, PA","PA","Pennsylvania","626",3,1,
0.00,1993.00,8454.00,12324,"ILN","Wilmington, OH","OH","Ohio",14747,"SEA","Seattle, WA","WA","Washington","626",3,4,
0.00,337.00,57.00,12324,"ILN","Wilmington, OH","OH","Ohio",14512,"RFD","Rockford, IL","IL","Illinois","626",3,1,
0.00,401.00,180.00,12324,"ILN","Wilmington, OH","OH","Ohio",10397,"ATL","Atlanta, GA","GA","Georgia","626",3,1,
0.00,1618.00,1423.00,12324,"ILN","Wilmington, OH","OH","Ohio",14107,"PHX","Phoenix, AZ","AZ","Arizona","626",3,4,
0.00,2079.00,290.00,12324,"ILN","Wilmington, OH","OH","Ohio",14771,"SFO","San Francisco, CA","CA","California","626",3,5,
0.00,875.00,252.00,12324,"ILN","Wilmington, OH","OH","Ohio",10194,"AFW","Dallas/Fort Worth, TX","TX","Texas","626",3,2,
0.00,537.00,1540.00,12324,"ILN","Wilmington, OH","OH","Ohio",12478,"JFK","New York, NY","NY","New York","626",3,2,
0.00,2552.00,8915.00,10299,"ANC","Anchorage, AK","AK","Alaska",14107,"PHX","Phoenix, AZ","AZ","Arizona","626",3,6,
0.00,821.00,2018.00,10194,"AFW","Dallas/Fort Worth, TX","TX","Texas",11193,"CVG","Cincinnati, OH","KY","Kentucky","626",3,2,
